epoch,step,train_elbo_loss,train_kld_laplace,train_kld_normal,train_recon_loss,val_best_mcc,val_elbo_loss,val_kld_laplace,val_kld_normal,val_mcc,val_recon_loss
0,14,,,,,0.5634705424308777,1.630185604095459,1.459403157234192,5.888221263885498,0.5333207249641418,1.4665805101394653
0,29,,,,,0.5634705424308777,0.4470723867416382,0.9898632168769836,9.173688888549805,0.540668249130249,0.32056498527526855
0,44,,,,,0.5639957189559937,0.3938564658164978,1.1663662195205688,9.931258201599121,0.541186511516571,0.24742604792118073
0,49,0.34663766622543335,0.9805324673652649,10.491573333740234,0.21710969507694244,,,,,,
0,59,,,,,0.5655713677406311,0.32544612884521484,1.1810290813446045,9.278674125671387,0.5354630351066589,0.17950719594955444
0,74,,,,,0.5655713677406311,0.262848436832428,1.2083351612091064,9.19674015045166,0.5302562117576599,0.1144246757030487
0,89,,,,,0.5655713677406311,0.2327650636434555,1.2331997156143188,9.33121395111084,0.521914541721344,0.08145144581794739
0,99,0.24156737327575684,1.315147876739502,10.559839248657227,0.07837305963039398,,,,,,
0,104,,,,,0.5655713677406311,0.20831169188022614,1.1005573272705078,9.159636497497559,0.5142960548400879,0.0707770586013794
0,119,,,,,0.5655713677406311,0.19953249394893646,1.0577560663223267,8.982786178588867,0.5117791891098022,0.06680852174758911
0,134,,,,,0.5655713677406311,0.18432782590389252,0.9691764712333679,8.609132766723633,0.5099377036094666,0.061582788825035095
0,149,0.16776826977729797,0.8746370673179626,8.80307388305664,0.05389534309506416,,,,,,
0,149,,,,,0.5655713677406311,0.17319054901599884,0.8948131799697876,8.229558944702148,0.5084165334701538,0.059020549058914185
1,167,,,,,0.5655713677406311,0.16561764478683472,0.8190638422966003,7.957301139831543,0.507994532585144,0.05983935296535492
1,182,,,,,0.5655713677406311,0.16016215085983276,0.7732937335968018,7.388541221618652,0.5055241584777832,0.06066715717315674
1,197,,,,,0.5655713677406311,0.15321162343025208,0.6875330209732056,7.053363800048828,0.5055549144744873,0.06329824030399323
1,199,0.26327601075172424,1.6947168111801147,7.135812282562256,0.0723968893289566,,,,,,
1,212,,,,,0.5655713677406311,0.14437510073184967,0.6115669012069702,6.919610023498535,0.503362774848938,0.06245958432555199
1,227,,,,,0.5655713677406311,0.14276501536369324,0.5915660858154297,6.844361305236816,0.5051944255828857,0.06307531893253326
1,242,,,,,0.5655713677406311,0.13393379747867584,0.5512025356292725,6.880618095397949,0.5053719878196716,0.05817169323563576
1,249,0.1863081157207489,0.802926778793335,15.916147232055664,0.05826699733734131,,,,,,
